x,y
213.2287011,229.9017366
200.1024353,113.6130754
225.6387275,352.6134674
192.3801325,323.7944755
145.7514951,249.6445776
121.8203604,228.69926
163.2323007,261.7230885
200.425189,235.0458575
180.6357516,223.9413143
180.3286038,200.1583951
200.7100625,284.1535149
234.3429035,168.1204961
189.1439978,198.3238824
208.2189227,362.4391671
170.0547908,212.3716848
171.771709,199.9125797
162.6589804,268.961036
205.6611926,323.5991424
182.7554728,255.4181919
217.2091141,223.8931359
160.2302065,255.3018753
148.2607727,273.1757074
209.1792224,253.2261046
208.2552523,340.5249792
138.6639182,238.0328561
222.2567664,155.6298235
168.2017312,245.6380284
177.704786,303.0563916
222.1302663,282.889241
140.8160954,277.0406106
185.2643418,237.7488458
221.8707594,375.6784185
186.6836267,136.8150296
191.6402785,224.7506224
230.1247269,185.4851444
210.4846984,110.2139143
181.7419702,245.4549492
157.3072404,249.4362951
232.1913158,332.324295
213.3472333,335.6612599
213.8732793,222.7921536
226.3082511,200.7990455
150.0020267,227.7111298
142.8895951,251.1804631
205.3135453,81.19900887
192.0159893,100.3060423
141.0388827,234.4455206
161.8539196,296.3828558
233.4064668,240.1384749
127.7850475,241.2973499
211.0535104,113.1123339
215.6529698,80.29544641
242.9591769,162.6987772
167.8120295,239.4612246
153.3433252,275.0009205
215.2412177,158.1824728
264.2275581,232.5904976
144.1318478,249.8943702
130.1458451,239.5489204
203.1052431,327.2511753
209.4396323,237.9877668
187.6680763,311.3535899
237.0883709,253.9165082
210.6373922,317.6363872
244.1482844,169.0963133
217.5970998,238.8238285
170.3375323,227.5161506
205.3125223,103.9480788
220.9125285,113.3433183
197.1271097,308.0578254
194.1427088,212.0934915
154.4507618,239.0303938
243.7477324,175.8997698
146.9393269,268.6591885
149.0354954,221.2611838
222.7391218,182.1044602
179.4548994,268.2168282
133.2884345,279.8506523
202.1396088,231.9872523
262.9300756,240.5354711
153.8008423,292.525054
217.5334954,180.3487685
158.0865851,247.0455349
179.5157012,216.1752112
150.6110457,238.5903436
162.9632878,225.8432248
206.7418622,231.5057541
150.9487734,180.5381606
147.0291283,241.0672737
180.0365122,329.0236386
239.9349046,117.7959562
226.5523942,214.9093622
251.7197651,198.2404188
145.6550507,286.3027161
167.1942507,255.0461362
151.0119007,260.1470761
137.5552586,271.9518165
112.3080018,265.0431753
117.5917965,289.5125882
104.9935277,252.6655588
190.4965044,158.699137
238.007511,133.9995036
130.484565,242.2419077
206.7361313,219.470744
141.4135911,249.1765749
195.955827,137.4427527
265.5384789,248.3108969
169.5814703,226.4908392
166.0951929,217.7511851
167.1594973,240.3701148
263.5861237,227.4478233
200.6907605,89.5119555
156.3146861,213.9433898
206.5239878,355.9601292
191.5256106,337.9436588
255.2523843,216.5619891
232.0743886,231.2535701
208.3992688,272.3262825
146.2225797,247.3160708
163.1288593,201.554825
152.1617266,223.2916015
245.7238963,142.1882456
176.5420398,233.4791579
148.0265351,255.1826435
164.4664491,268.8347578
261.1654888,261.5609593
207.2832757,273.3695824
159.4673412,262.5523945
193.8236434,329.4198687
176.4542863,208.4375741
160.377997,233.0611205
180.4144739,204.4637396
138.9683641,263.1380119
167.8722002,294.0326625
120.8909299,242.0703213
214.8734805,206.0156603
183.8912546,220.6599883
199.8201586,382.6710043
162.1455509,218.5263025
175.160958,179.1788436
150.2445829,284.4523325
159.9812689,207.4944161
151.9565664,252.1038351
168.2680919,156.5269002
193.2599486,179.2003354
199.2947499,348.7296458
220.4702884,88.47258257
233.501718,368.7764426
175.4169714,316.5543988
148.7598045,257.861159
153.9110612,296.3523802
146.7052607,214.1290091
231.2114292,224.7430832
155.776662,228.4182273
171.6080757,245.2188858
199.6701801,195.6508838
264.3887367,240.5325866
122.2588436,255.8559367
172.8466886,218.9933293
214.5173766,94.02938907
143.5576127,261.8594696
227.9286775,247.1680776
156.2731897,280.3072366
223.9252912,375.1809414
204.8014559,263.2348175
138.7009565,256.2749878
197.0953059,154.9413498
249.6782995,189.4122273
257.6698028,260.2602628
196.8880739,177.5113984
258.5680925,215.5914112
226.5814947,183.0322284
219.0349091,119.1555236
178.2594371,226.2156388
170.9938176,264.7682661
227.4907607,244.2844348
245.2477335,130.72957
231.9778188,265.3763992
188.8300605,179.5293527
162.370944,222.4317113
262.9979364,228.4502226
171.0131189,202.6908947
178.3507338,158.3752817
183.6968476,245.5634876
212.3803093,269.1079317
155.8796018,278.812685
149.4028699,273.1005712
216.5621918,284.1014211
208.9710862,165.0057689
218.0443474,387.7680708
203.8822216,248.6953638
231.2830986,371.2933915
214.8659028,203.8396225
246.6882785,243.6055827
148.0549758,266.3793814
192.1650278,218.2186662
230.1161434,165.8130374
186.9401527,241.8934549
223.0738112,208.0157321
190.274467,167.4060724
159.3505885,216.9340869
198.5880311,376.4495216
210.9686465,241.4696293
210.6139816,92.96475289
183.7817968,234.3118545
209.890643,307.244049
138.8384399,248.0042484
235.7316279,198.1366757
186.6309529,122.971066
145.8057165,220.6242425
251.2401729,283.0139531
191.4872926,194.3226586
150.9116822,122.2653531
210.3627847,330.3755117
224.447699,238.955493
164.9176019,248.971003
146.1779402,287.1259893
91.54612465,264.6804652
161.5550326,239.669952
181.7631848,309.0746577
214.7910883,219.818234
204.7487858,260.8659575
151.041906,235.2157724
207.3870663,101.4233989
188.3202421,262.8694712
126.2229711,263.164648
230.8762953,172.2935143
156.2747284,278.2797108
172.7452215,220.605665
195.407155,289.5753533
252.9146304,220.6159693
228.7503021,326.7848499
215.1902634,250.6590006
163.7754407,215.4159836
165.4173057,250.6419759
182.1893126,355.4199541
179.8950046,284.7639462
182.5117199,347.2437856
167.0533682,239.8471771
217.358936,143.2992103
191.4799075,94.50030327
219.5842384,264.6082558
190.5929421,288.1854668
236.8587381,189.5680959
188.6494915,278.282728
181.476643,239.0491665
216.8442321,338.3583908
180.2117701,339.7188735
195.6823981,335.9510529
150.0063648,295.3032774
162.4644476,279.51553
229.8777506,192.9447917
249.6536861,226.1995022
237.7553217,116.0351093
168.4171358,229.2914998
174.3698277,347.3469231
173.1212987,257.8643695
196.5180248,324.9334532
233.611806,196.3493836
147.5664702,268.9539099
175.252879,271.3662448
239.9820894,189.5899217
164.7697537,225.8516944
218.0103139,244.3588612
246.2167581,206.7334372
216.5419334,281.8531463
220.9386894,144.7793577
155.1585394,271.0809877
154.8254243,197.1604826
144.7826043,268.3087051
131.0366226,251.8885695
138.9389732,264.9416828
177.27767,199.7513652
160.4807443,130.5748266
234.4888558,249.7887807
170.5157522,216.1294464
263.0123286,186.094185
220.9808732,159.088346
232.2225947,177.0718966
137.7040151,237.4264283
174.0707575,219.0310362
224.7465583,329.3877348
236.362173,185.5932823
193.6383166,351.5106312
209.9144699,341.4044304
231.9017278,246.3743368
160.4887816,276.289842
207.2744379,132.0215126
199.5371599,302.9666442
195.5352882,303.4759892
191.0275782,233.0351098
200.5575117,224.6576302
156.839071,246.7927713
233.1445597,124.7519131
168.4716594,216.1752408
117.4048033,271.1488953
231.7828763,120.8938975
156.7028305,247.314796
221.3324356,245.8377379
138.0680472,279.9055709
218.8671631,315.8867547
161.5858553,220.8487291
150.8032629,261.0013063
115.0396109,254.2701276
181.4829396,112.9143354
162.1316782,234.3755437
216.0184059,134.9910988
144.254481,257.4738669
225.62337,129.2614743
174.5621164,214.7728451
218.7634585,303.9066805
183.8089601,148.8545069
135.2460164,249.4013968
242.2241962,192.9668042
141.1533181,272.0898877
204.3700301,109.1100519
244.1145597,162.8553418
230.1100705,176.991637
205.6050618,319.3296743
170.328607,113.9877628
199.3517295,151.2315689
245.196271,167.105453
168.7075958,241.7538998
211.8826062,85.80968514
167.8336814,267.2884011
184.2410787,233.31965
131.6384812,267.2666613
216.0975791,228.5828398
179.7699702,349.2564886
181.7993114,130.2902644
181.9714129,220.6540155
235.9008855,146.4897106
237.5711982,176.1575907
208.3765753,347.5982389
176.9988969,201.904983
185.9649835,136.2286708
213.5419478,132.7138442
152.5280217,299.144081
154.9018864,257.0069141
180.9020476,329.058763
174.4810143,282.360795
213.1914344,228.3010313
235.1796876,192.2032591
205.1628622,348.0836065
192.5470837,332.2050415
185.1595458,239.6907439
179.4190859,236.6063773
189.444128,220.6833537
251.0657054,166.3685322
159.8045264,248.7982094
168.366507,260.2886574
242.5548333,158.8939506
239.5223159,80.95176076
218.9145391,125.99644
165.0737338,267.5194145
119.3766518,274.8634133
126.6783714,291.508495
243.023457,172.2129423
191.6513189,188.1762214
213.3777967,320.1724661
176.271231,260.4485298
191.3526111,263.6439619
246.5789996,206.6358115
207.0588137,86.61580704
198.9258648,84.94440663
179.3410178,291.1440815
130.4050026,238.2203757
205.4804828,350.6422366
119.3562719,244.5851841
183.2030773,375.0425756
179.5976512,270.0360931
213.6550823,84.17247184
215.6149255,97.834724
179.2113509,323.7847762
188.1725055,242.113312
181.1711799,215.7861538
223.4246843,355.0015402
231.5358075,87.40120413
222.4888421,269.1886318
260.6218183,241.3983196
259.6888872,266.5335797
218.668495,314.4099463
127.478173,288.0803551
238.8369713,152.6488872
155.5578496,250.510542
214.3657634,231.733599
176.8307494,293.6082582
174.2179005,204.6171883
213.6288518,134.2483937
135.0824859,238.4177866
214.5520466,362.2060071
225.0359201,89.40676708
197.8431349,318.7452059
241.4278205,222.2250546
218.3445435,259.8206782
132.4711096,270.6056726
225.8455015,147.0801406
193.3949475,241.0845725
251.5640162,236.9630835
245.2131402,198.7608098
215.235092,230.3168122
202.5123429,107.7526139
209.4768418,371.818273
174.5944381,228.6987771
179.9435135,244.1190143
180.5001485,210.0855394
132.5528988,262.2820583
118.276462,225.101682
180.8264033,195.6888652
192.0084704,66.94639556
153.2933116,222.9435286
246.1365002,270.895143
134.0746339,224.6111451
187.1670595,206.9060504
247.6617877,128.2942663
245.9917188,247.7810346
206.7557643,102.8260123
186.6374371,200.3825965
187.2894989,333.5701625
226.4157432,280.66469
196.1245719,377.2031613
205.4753904,322.4776446
227.1048625,163.5783267
229.4417451,130.399742
219.3667697,119.3423302
167.3202735,231.2635243
259.8520931,165.1540299
223.3058575,163.2971196
154.3354371,272.6107329
134.5103048,266.6669506
172.0326245,161.74392
212.5792898,234.1966885
224.408821,128.7608009
121.8216502,265.9374328
133.5846747,268.0104104
243.8319409,143.6202823
167.0588101,266.6323258
220.1984711,124.5571519
184.3465922,175.4763702
202.7430824,124.8149915
164.0254198,244.766526
192.6447398,208.5835032
135.1408075,263.6314076
230.2858706,120.2784507
197.4427434,247.618854
132.2643709,258.564915
148.2251683,237.444603
175.1714078,223.8093628
211.7488541,268.0607093
234.2014661,176.3864568
221.7503467,230.7684009
126.4230923,290.9770293
162.7816104,275.9320639
168.6133736,183.5053934
142.7604862,249.4864701
203.6049935,316.3744881
174.309971,217.7015804
152.583414,248.2092026
166.3240316,282.3936801
163.1708791,278.9049
235.2610747,168.4736189
144.9299094,272.1660334
259.4742192,215.8440571
161.5176174,228.0509102
190.6987752,311.9312214
245.1442776,174.6071575
217.6402551,160.9030162
149.3093146,260.5503841
194.3178533,306.7556213
124.0662466,224.3773509
246.5074887,107.8919783
221.928073,299.2903521
245.9875176,108.0054027
207.1249294,328.2279381
195.09297,169.340036
140.5739653,277.4409187
191.220977,92.0704294
220.7391015,110.0425041
162.3274198,244.0692905
120.8009912,254.5949229
190.9271409,348.6616047
185.5759588,236.6757354
188.7112049,170.3985177
190.0538081,301.9297539
216.9570249,367.937242
141.2283813,251.8268014
181.5388012,330.9221535
230.4917751,229.6117665
119.2473263,275.2534642
235.4340841,335.743579
246.5183674,189.5390298
189.3913279,204.6543486
252.4745229,147.2570897
201.3064773,117.9638215
132.74823,269.7225068
156.1854968,214.31001
215.6983489,354.8417622
224.191045,108.1772168
169.3302695,344.957918
181.7487708,231.1399941
154.0582754,228.4396554
221.9803661,161.4602877
161.3035126,316.8188939
237.7352463,144.5599724
225.000491,191.1793164
175.640316,202.0824913
141.8037238,252.3779182
120.9945869,258.4149945
225.590694,111.9909368
144.4252568,244.0561456
186.400252,236.9784232
272.504145,237.009733
201.2039159,333.5991837
212.7604173,98.24795823
153.6841697,225.4282191
227.6976799,203.4039485
198.1904554,256.2231476
90.00222844,269.0811276
247.9730957,142.5628292
124.6067976,235.9310674
209.203687,354.3291235
173.7248287,225.6247562
184.8298974,289.7034619
134.7703156,275.4845059
151.5357812,289.2773566
150.424845,202.7368121
235.4042998,176.9581044
208.7516397,205.6286099
174.3420254,156.4815348
205.5844861,311.4403455
197.8228409,119.6490462
222.4846493,222.9167926
195.867834,209.7134833
129.2812055,248.059361
155.9939721,287.8704197
137.7520931,254.4149918
191.8248933,246.047645
219.220897,374.6423131
239.6399554,191.0972842
233.016004,173.5661919
171.5908846,302.0547053
122.095601,276.4842812
202.7677202,295.8938279
140.3836586,243.5609992
230.7680182,124.9198798
134.128285,223.0698008
190.2071716,284.3162571
173.1982304,185.8080514
205.158597,241.0426645
198.2739894,306.940316
193.3815828,287.3837331
131.2510961,248.3656509
126.0900446,255.8231883
192.1210411,246.4462298
197.3778456,62.33114938
244.8965718,213.0199493
205.7485365,175.0223092
241.8556614,169.2671213
237.5185442,139.1992427
151.1375053,248.6130108
199.8312722,237.6177898
184.6248581,96.81388652
173.8288318,319.2135427
231.7323685,242.4239053
205.4745466,266.7358026
150.108754,230.2718042
186.4812124,211.9850496
272.3200077,221.7718737
160.9930677,242.8389194
204.7865552,239.1520293
209.315332,91.42706711
170.6560619,278.2432425
165.1459884,236.9092271
165.8941637,256.5083563
226.1430658,162.4444752
236.6038326,234.7190594
147.9009418,231.5019355
177.039472,216.1021925
195.7941558,161.3809151
141.71315,265.5720464
233.0892072,183.7296599
194.4316562,296.9740691
187.2923245,229.7190183
228.1925251,326.7752809
189.6350913,175.9553843
224.8596166,339.193923
193.233866,111.5523529
239.864115,103.5635618
234.9239643,171.2665472
213.8211641,282.1225368
169.5941605,204.2526858
231.8462646,229.641184
229.9291864,159.7011072
236.190425,314.334884
210.6104978,359.587573
258.8955779,201.2155921
232.5311927,221.4868856
158.7268081,283.0225512
191.373503,170.8408667
252.4772096,181.6188314
159.6243465,223.2801889
188.2497945,361.3398869
237.9874916,148.6797696
125.8113265,261.8545098
264.9180048,227.8881705
119.0883808,285.704051
202.446173,301.1436011
102.9841909,274.6011975
249.9214077,222.1558058
119.4543551,239.3174111
218.5213726,296.0920757
211.9416598,235.3480251
157.3618356,285.0476707
198.442464,255.2379936
261.5311375,190.9631469
166.2524133,252.0371626
193.1317736,209.7648227
241.5697072,169.2094357
241.9773729,186.2404428
200.8122308,360.9792349
154.5875919,244.9474534
233.0660241,331.7014506
120.680063,260.5373357
204.0909087,360.7779438
191.1037121,150.1209727
152.1477606,228.9543433
148.1038893,263.5783175
255.9434107,158.4540559
214.5706367,149.7720223
254.9368985,184.3689321
130.007924,251.4014601
175.9162105,167.5829435
151.109698,214.6175272
216.232316,129.4215547
208.9035395,325.6929079
223.7180616,231.771382
181.2997447,104.8511453
170.5999918,196.1339228
217.063698,169.9269408
125.2650451,250.2905199
172.7911302,219.7472761
189.9057657,339.5345869
224.8501355,250.2834479
188.7690387,261.0043779
219.9569826,177.6330887
191.2184637,291.3129894
152.3749431,257.5458327
145.4198921,244.4742237
205.5496521,267.0218726
198.2465726,285.3384679
170.8101946,222.9953689
237.3237612,122.7911383
159.0261957,236.8482059
182.6782457,162.0697578
203.6601922,236.9730852
206.909095,249.1841044
259.4699583,187.7987339
123.1181715,275.6235391
238.8872347,112.3718789
150.0052521,204.8480962
167.1025587,318.173226
228.4230487,190.3561757
238.9787926,292.3397413
143.4294664,216.5183684
147.0107371,187.073974
223.8168944,273.8656896
157.9393635,256.1950353
227.1564344,289.3414608
148.1838641,258.9861507
232.5077542,232.8920026
171.5628719,222.6431865
199.7202875,232.251614
179.9848075,224.9250217
159.7371543,128.2863675
222.3254923,327.2916394
217.4650005,169.1139408
176.1784866,199.3307334
167.6722854,265.758025
169.567889,239.4532319
167.3415918,238.1311569
202.0755379,380.0629164
214.5726153,106.0405419
187.1192456,153.182221
220.4473805,194.5023557
249.1836465,149.5836558
187.0873615,289.4886709
152.686349,288.252122
125.9820288,247.0495742
195.2076345,211.26767
144.1112313,267.222521
213.550088,189.0438512
185.6994719,238.826777
227.8360177,247.9813481
172.8359361,178.8339248
219.2634615,335.8419393
222.3967629,96.41313588
200.517817,318.6583113
138.9278229,260.4340786
151.7715693,308.0126183
194.6991172,219.6238704
171.8053653,196.804098
131.5706158,238.0443623
198.2607845,282.0184146
191.0473356,113.9774887
167.9622209,293.6810794
232.9667509,156.0080824
223.9821766,126.0199009
216.336161,371.5546296
200.3020431,221.4665185
148.3116953,217.4008465
202.8027525,243.05212
163.1477894,260.0778955
132.5584961,258.2060466
148.4214197,219.9400761
214.1686688,83.99068026
148.7107546,266.2303026
192.1639481,207.0090506
162.6768424,289.7457338
157.0068931,273.6085311
183.5614172,247.7465105
239.632667,255.2536077
225.699779,324.5245203
149.0510355,236.8685641
122.5268157,249.3580772
221.2459382,250.7834356
148.0057879,263.8504806
195.5207033,379.4002578
226.1110295,177.4115659
196.3859,84.31655678
199.9554813,202.4796493
126.7608952,249.4267251
177.7404291,200.5639141
150.997921,278.6891217
204.0902633,163.7369885
105.170359,252.8908436
193.4142326,134.7818072
192.3198085,135.927146
189.7872016,352.3407624
121.0361103,247.6683109
181.5300303,280.2050567
240.5947082,164.6862905
174.277536,282.7660941
234.0284765,145.4638844
184.7134693,214.207746
127.1732073,271.4893506
236.7173157,102.850872
183.6329955,237.4263219
240.9175081,139.6990802
187.7040129,329.7131937
161.6023877,272.6533973
176.9315981,192.3530568
169.3084722,296.2577528
141.3411609,235.6781543
134.0792217,284.1811139
193.7350199,153.5827649
159.4855259,205.5033483
201.1733537,146.3219263
128.6049498,256.1274852
230.4848514,332.8855704
163.3058017,216.3086186
139.6868354,264.986952
168.0874214,237.2317437
215.8665845,250.3217301
220.1607759,220.2717636
158.629335,245.4831334
183.5383816,314.2792873
168.0134166,223.2794116
157.9519668,211.5852623
126.4910443,291.6076764
127.7397156,275.6529059
247.5866578,230.3840548
174.0149378,235.2339044
244.8271079,149.6990466
183.628822,235.349807
203.7263193,139.2453954
217.0586734,131.8969487
192.0663511,363.1017407
243.849168,109.8311677
137.1620866,227.0410619
210.6502576,248.8686321
235.5217558,181.6801796
250.6138381,180.4040378
149.416254,265.4954384
196.7672181,379.3467592
220.6117883,174.2867101
240.5230772,335.3041518
252.1238947,115.5694371
195.5636492,108.9687772
224.7719674,202.8529467
181.2333156,106.6947509
166.7795655,297.8374918
251.3207082,186.3257865
180.9149839,271.050361
149.5029406,198.5298458
196.3517322,255.1550523
176.7418124,209.1004199
239.1162161,190.604717
119.7159719,267.4338835
253.1352472,253.507989
249.7084227,124.2746364
186.2310814,149.5271456
218.0685328,249.2594029
244.8816404,218.8969301
228.202393,83.70916028
216.6845363,190.0317844
179.5022545,243.7816303
240.5096544,241.2408013
131.6865853,284.9130026
189.0223547,378.6720334
239.8963251,308.9639557
164.6977611,246.4160636
118.7178617,267.5597847
165.1577338,234.8014936
215.1329476,264.3920175
147.8745479,270.2142672
142.5955206,264.2940912
117.0000251,246.5905357
214.197243,225.9121611
216.5571373,151.7591782
152.7672872,271.499144
198.6622311,223.5432279
195.5921867,367.4836709
141.9353812,236.9622556
201.8806571,278.0527904
225.8675151,140.3478054
190.4683031,142.8686518
217.842911,260.5641382
155.5962738,259.9448511
196.4169096,132.7963618
192.5296953,373.7933933
171.249822,238.5627745
151.5224338,268.35639
175.9204125,353.0706297
205.8192273,343.4706417
227.3279922,127.7848312
126.3303706,286.3139797
130.1002182,251.6151146
204.6658318,303.4265608
215.9222719,155.4973705
230.7236476,314.9470129
171.5985318,293.0175623
211.5235189,178.9839418
191.2499328,230.7301593
216.6402216,124.9538226
202.7237927,217.9246029
160.0010763,182.910021
221.4941822,248.1954213
125.9425974,272.703644
173.3980682,149.0946357
156.0683043,274.3131258
213.3500013,325.3754971
129.681262,288.2149073
195.021972,378.9953148
235.5101955,338.8233788
273.8572866,241.7008815
211.5717004,312.1959413
229.6320291,146.6402907
209.0063248,95.13553538
126.7106109,229.1234311
181.0369696,88.24346374
245.5042824,254.0506709
240.6037135,121.3264683
135.13815,252.1596333
196.6137039,225.4844508
191.4766707,183.9848712
230.9133022,263.384303
198.6476619,202.2029817
168.136365,274.9836473
229.4436575,103.126422
121.0105466,254.4099463
209.421599,192.7164898
188.4831863,232.8590382
148.6978399,218.4611126
238.5761017,142.5145153
144.256954,243.9806909
222.761119,304.9428856
150.6968431,241.3115144
191.0071556,269.8065055
209.1871488,258.0587665
207.088632,290.1606253
243.403117,133.2028643
167.9551532,233.9942956
263.6243044,225.7192663
235.0853806,249.131022
220.4748263,199.7279886
188.3830212,252.4884969
103.3658933,280.1669965
205.2103628,214.3460536
140.2314299,274.3484885
211.9337078,172.9003997
213.9309193,131.8086166
167.4543096,232.1689859
242.0689088,170.0882567
187.8066009,214.3211243
140.6278968,262.0994664
263.5558365,224.4043805
191.3696483,110.3309613
211.0875753,207.0248417
237.4088939,231.795964
192.9810169,154.4094135
200.9862951,121.4870066
106.6742922,286.4957958
208.8728836,270.316929
195.119063,200.7490098
217.0938989,233.0076867
215.4811586,120.4684006
190.3693074,279.2086475
168.2730404,242.7388063
258.2139158,229.2512681
132.4581161,255.83049
156.9869071,241.1591736
167.0827409,214.5545297
205.1573795,258.6559977
247.1289106,100.0457566
201.0298992,375.6182027
202.0131265,164.1981357
207.1410483,320.013727
167.8026333,201.5735627
207.2104068,203.167603
238.9410784,165.4228745
196.461106,230.1839346
127.0015284,244.9480536
182.619414,318.2626704
165.5524955,239.1261998
124.1118599,274.2053273
251.9269264,216.3004599
143.2367673,248.3603045
172.0203456,291.7423771
237.5927787,324.6820753
233.2811452,283.3555688
203.3943303,198.5682839
192.5422475,209.1821645
161.1368106,231.1207232
182.8053298,246.710821
216.5514436,117.6565844
193.7161207,169.0853247
183.5670222,281.2406853
220.1514253,240.4726795
161.3349162,217.946491
185.9136805,112.1839415
174.5783107,226.2993335
239.0379422,161.1414194
124.2933838,252.702698
168.4023081,201.0972324
212.9597803,148.5176624
230.6234196,282.0142628
231.6350907,80.49886084
194.7490334,109.7374117
116.112725,250.4827834
200.0680681,272.0661331
197.4971544,93.0995818
203.0702624,248.1708555
236.9380204,288.687481
195.2472605,377.4500629
123.6547762,235.9766386
214.4349766,156.9949186
219.0741837,132.5515551
122.3922222,248.7191174
165.3064071,251.7755208
148.3161137,289.3705994
215.6298159,197.0184438
215.7974613,257.4664213
196.8692536,152.5688545
124.1094701,282.816335
128.077765,228.8793494
168.6520416,219.0394623
233.181178,90.88230798
171.1186473,281.2989596
200.0945176,330.050297
157.3502128,273.965622
226.0407294,294.3395594
178.23678,343.4283641
162.8970641,209.5621587
187.8570413,306.7264362
211.0087831,212.3912846
251.0366962,171.9024019
195.5168442,78.31397778
136.3275336,200.7531243
241.5570613,322.2319651
241.9837206,161.0066429
157.4697015,226.1559686
142.0084985,205.1289951
162.1368137,212.9427194
253.6894121,180.0681504
128.0514253,292.7626362
221.0812489,198.9544606
217.2782681,127.729252
185.2717104,245.1537407
